id,name,score1,score2
2646,student_2646,80,95
2647,student_2647,67,62
2648,student_2648,92,56
2649,student_2649,75,99
2650,student_2650,77,76
2651,student_2651,82,91
2652,student_2652,75,82
2653,student_2653,61,91
2654,student_2654,73,73
2655,student_2655,63,94
2656,student_2656,97,68
2657,student_2657,82,58
2658,student_2658,77,53
2659,student_2659,51,83
2660,student_2660,91,89
2661,student_2661,52,72
2662,student_2662,52,64
2663,student_2663,55,69
2664,student_2664,54,79
2665,student_2665,74,92
2666,student_2666,67,79
2667,student_2667,62,89
2668,student_2668,51,70
2669,student_2669,71,67
2670,student_2670,60,71
2671,student_2671,57,65
2672,student_2672,97,54
2673,student_2673,98,94
2674,student_2674,86,63
2675,student_2675,82,71
2676,student_2676,83,94
2677,student_2677,50,68
2678,student_2678,63,60
2679,student_2679,56,98
2680,student_2680,62,82
2681,student_2681,96,59
2682,student_2682,80,77
2683,student_2683,86,72
2684,student_2684,85,58
2685,student_2685,85,81
2686,student_2686,94,80
2687,student_2687,64,93
2688,student_2688,82,54
2689,student_2689,97,57
2690,student_2690,76,77
2691,student_2691,75,91
2692,student_2692,82,91
2693,student_2693,86,86
2694,student_2694,83,72
2695,student_2695,79,57
2696,student_2696,71,67
2697,student_2697,72,57
2698,student_2698,88,56
2699,student_2699,98,62
2700,student_2700,76,100
2701,student_2701,94,50
2702,student_2702,67,80
2703,student_2703,94,62
2704,student_2704,80,68
2705,student_2705,77,95
2706,student_2706,93,84
2707,student_2707,71,64
2708,student_2708,94,98
2709,student_2709,73,52
2710,student_2710,72,82
2711,student_2711,74,88
2712,student_2712,84,56
2713,student_2713,81,93
2714,student_2714,83,85
2715,student_2715,76,66
2716,student_2716,91,81
2717,student_2717,63,72
2718,student_2718,86,83
2719,student_2719,55,66
2720,student_2720,67,82
2721,student_2721,83,57
2722,student_2722,100,96
2723,student_2723,63,69
2724,student_2724,96,50
2725,student_2725,82,96
2726,student_2726,68,79
2727,student_2727,53,67
2728,student_2728,91,64
2729,student_2729,76,89
2730,student_2730,76,88
2731,student_2731,100,51
2732,student_2732,80,67
2733,student_2733,64,54
2734,student_2734,72,67
2735,student_2735,81,59
2736,student_2736,87,66
2737,student_2737,79,79
2738,student_2738,64,73
2739,student_2739,67,51
2740,student_2740,67,69
2741,student_2741,59,65
2742,student_2742,78,59
2743,student_2743,77,83
2744,student_2744,71,64
2745,student_2745,65,89
2746,student_2746,100,66
2747,student_2747,97,55
2748,student_2748,90,79
2749,student_2749,58,68
2750,student_2750,55,57
2751,student_2751,65,100
2752,student_2752,60,67
2753,student_2753,53,63
2754,student_2754,55,85
2755,student_2755,83,86
2756,student_2756,67,86
2757,student_2757,81,82
2758,student_2758,52,75
2759,student_2759,95,56
2760,student_2760,57,67
2761,student_2761,51,72
2762,student_2762,87,72
2763,student_2763,79,100
2764,student_2764,52,89
2765,student_2765,72,83
2766,student_2766,79,84
2767,student_2767,66,100
2768,student_2768,95,81
2769,student_2769,66,50
2770,student_2770,72,92
2771,student_2771,51,99
2772,student_2772,81,74
2773,student_2773,69,67
2774,student_2774,98,74
2775,student_2775,58,74
2776,student_2776,90,81
2777,student_2777,52,68
2778,student_2778,89,67
2779,student_2779,89,57
2780,student_2780,79,58
2781,student_2781,85,85
2782,student_2782,92,92
2783,student_2783,95,79
2784,student_2784,54,71
2785,student_2785,57,100
2786,student_2786,68,54
2787,student_2787,81,71
2788,student_2788,87,59
2789,student_2789,92,67
2790,student_2790,52,94
2791,student_2791,65,95
2792,student_2792,83,61
2793,student_2793,91,95
2794,student_2794,98,87
2795,student_2795,54,53
2796,student_2796,81,84
2797,student_2797,76,99
2798,student_2798,79,91
2799,student_2799,97,59
2800,student_2800,50,58
2801,student_2801,64,87
2802,student_2802,60,100
2803,student_2803,98,69
2804,student_2804,78,95
2805,student_2805,57,82
2806,student_2806,62,96
2807,student_2807,92,68
2808,student_2808,51,66
2809,student_2809,100,64
2810,student_2810,69,98
2811,student_2811,76,90
2812,student_2812,76,74
2813,student_2813,53,57
2814,student_2814,51,95
2815,student_2815,90,73
2816,student_2816,72,57
2817,student_2817,80,88
2818,student_2818,97,63
2819,student_2819,93,79
2820,student_2820,60,79
2821,student_2821,54,53
2822,student_2822,80,64
2823,student_2823,51,88
2824,student_2824,79,94
2825,student_2825,79,50
2826,student_2826,59,63
2827,student_2827,59,67
2828,student_2828,64,97
2829,student_2829,52,84
2830,student_2830,57,83
2831,student_2831,68,68
2832,student_2832,100,72
2833,student_2833,99,69
2834,student_2834,81,59
2835,student_2835,86,94
2836,student_2836,63,74
2837,student_2837,82,73
2838,student_2838,72,99
2839,student_2839,70,57
2840,student_2840,80,83
2841,student_2841,90,50
2842,student_2842,85,95
2843,student_2843,67,56
2844,student_2844,92,85
2845,student_2845,97,81
2846,student_2846,97,86
2847,student_2847,67,77
2848,student_2848,64,73
2849,student_2849,81,59
2850,student_2850,70,70
2851,student_2851,64,71
2852,student_2852,98,93
2853,student_2853,71,91
2854,student_2854,62,58
2855,student_2855,82,72
2856,student_2856,85,87
2857,student_2857,86,93
2858,student_2858,50,90
2859,student_2859,82,84
2860,student_2860,74,76
2861,student_2861,59,61
2862,student_2862,100,82
2863,student_2863,70,68
2864,student_2864,75,86
2865,student_2865,60,68
2866,student_2866,75,73
2867,student_2867,95,50
2868,student_2868,60,82
2869,student_2869,98,72
2870,student_2870,94,100
2871,student_2871,55,72
2872,student_2872,63,83
2873,student_2873,85,92
2874,student_2874,79,91
2875,student_2875,95,68
2876,student_2876,70,50
2877,student_2877,83,57
2878,student_2878,56,89
2879,student_2879,75,67
2880,student_2880,64,70
2881,student_2881,62,70
2882,student_2882,62,77
2883,student_2883,99,82
2884,student_2884,84,78
2885,student_2885,50,72
2886,student_2886,73,92
2887,student_2887,72,83
2888,student_2888,83,53
2889,student_2889,51,66
2890,student_2890,53,80
2891,student_2891,56,89
2892,student_2892,95,99
2893,student_2893,74,100
2894,student_2894,55,61
2895,student_2895,74,100
2896,student_2896,58,93
2897,student_2897,68,67
2898,student_2898,75,91
2899,student_2899,68,80
2900,student_2900,95,63
2901,student_2901,84,93
2902,student_2902,83,86
2903,student_2903,91,90
2904,student_2904,78,75
2905,student_2905,73,61
2906,student_2906,100,56
2907,student_2907,84,51
2908,student_2908,72,79
2909,student_2909,69,56
2910,student_2910,75,100
2911,student_2911,74,91
2912,student_2912,70,88
2913,student_2913,81,54
2914,student_2914,67,100
2915,student_2915,94,92
2916,student_2916,83,64
2917,student_2917,64,75
2918,student_2918,55,90
2919,student_2919,77,77
2920,student_2920,92,85
2921,student_2921,60,64
2922,student_2922,87,77
2923,student_2923,69,69
2924,student_2924,100,96
2925,student_2925,69,90
2926,student_2926,69,75
2927,student_2927,94,63
2928,student_2928,76,57
2929,student_2929,50,82
2930,student_2930,85,88
2931,student_2931,82,82
2932,student_2932,92,86
2933,student_2933,66,81
2934,student_2934,89,83
2935,student_2935,72,52
2936,student_2936,70,83
2937,student_2937,58,67
2938,student_2938,98,83
2939,student_2939,58,53
2940,student_2940,89,86
2941,student_2941,86,79
2942,student_2942,65,54
2943,student_2943,91,77
2944,student_2944,73,76
2945,student_2945,70,84
2946,student_2946,67,50
2947,student_2947,70,100
2948,student_2948,94,96
2949,student_2949,94,73
2950,student_2950,80,60
2951,student_2951,83,86
2952,student_2952,63,51
2953,student_2953,87,75
2954,student_2954,53,82
2955,student_2955,63,54
2956,student_2956,100,54
2957,student_2957,71,73
2958,student_2958,94,79
2959,student_2959,64,86
2960,student_2960,68,58
2961,student_2961,81,96
2962,student_2962,68,96
2963,student_2963,51,65
2964,student_2964,84,51
2965,student_2965,80,53
2966,student_2966,70,72
2967,student_2967,74,50
2968,student_2968,70,77
2969,student_2969,59,91
2970,student_2970,63,88
2971,student_2971,58,81
2972,student_2972,90,97
2973,student_2973,83,65
2974,student_2974,99,88
2975,student_2975,84,94
2976,student_2976,57,70
2977,student_2977,53,82
2978,student_2978,97,85
2979,student_2979,53,58
2980,student_2980,74,77
2981,student_2981,65,76
2982,student_2982,77,69
2983,student_2983,56,82
2984,student_2984,61,59
2985,student_2985,67,84
2986,student_2986,84,63
2987,student_2987,68,93
2988,student_2988,69,96
2989,student_2989,94,66
2990,student_2990,80,57
2991,student_2991,81,57
2992,student_2992,63,94
2993,student_2993,70,79
2994,student_2994,73,67
2995,student_2995,80,78
2996,student_2996,83,56
2997,student_2997,85,63
2998,student_2998,84,89
2999,student_2999,91,95
3000,student_3000,92,58
3001,student_3001,61,64
3002,student_3002,83,73
3003,student_3003,83,87
3004,student_3004,78,97
3005,student_3005,92,87
3006,student_3006,60,78
3007,student_3007,67,85
3008,student_3008,73,62
3009,student_3009,59,91
3010,student_3010,65,83
3011,student_3011,91,98
3012,student_3012,57,95
3013,student_3013,53,65
3014,student_3014,62,89
3015,student_3015,71,51
3016,student_3016,83,60
3017,student_3017,58,80
3018,student_3018,72,57
3019,student_3019,60,76
3020,student_3020,96,98
3021,student_3021,62,91
3022,student_3022,100,94
3023,student_3023,76,88
3024,student_3024,97,95
3025,student_3025,67,78
3026,student_3026,75,84
3027,student_3027,93,97
3028,student_3028,84,73
3029,student_3029,56,80
3030,student_3030,86,77
3031,student_3031,83,81
3032,student_3032,71,60
3033,student_3033,57,69
3034,student_3034,92,92
3035,student_3035,78,71
3036,student_3036,55,70
3037,student_3037,83,66
3038,student_3038,100,66
3039,student_3039,80,57
3040,student_3040,52,69
3041,student_3041,66,91
3042,student_3042,91,78
3043,student_3043,93,72
3044,student_3044,91,96
3045,student_3045,80,60
3046,student_3046,87,88
3047,student_3047,70,73
3048,student_3048,93,79
3049,student_3049,76,66
3050,student_3050,82,64
3051,student_3051,85,92
3052,student_3052,56,93
3053,student_3053,93,98
3054,student_3054,54,72
3055,student_3055,55,83
3056,student_3056,92,60
3057,student_3057,81,97
3058,student_3058,83,84
3059,student_3059,56,50
3060,student_3060,79,91
3061,student_3061,78,75
3062,student_3062,83,70
3063,student_3063,88,68
3064,student_3064,68,67
3065,student_3065,100,100
3066,student_3066,92,83
3067,student_3067,62,50
3068,student_3068,100,64
3069,student_3069,63,51
3070,student_3070,95,67
3071,student_3071,75,90
3072,student_3072,82,70
3073,student_3073,84,58
3074,student_3074,60,83
3075,student_3075,89,87
3076,student_3076,89,80
3077,student_3077,97,58
3078,student_3078,58,71
3079,student_3079,60,69
3080,student_3080,82,56
3081,student_3081,80,71
3082,student_3082,89,51
3083,student_3083,65,78
3084,student_3084,88,71
3085,student_3085,55,97
3086,student_3086,65,78
3087,student_3087,87,62
3088,student_3088,73,66
3089,student_3089,99,68
3090,student_3090,50,100
3091,student_3091,91,83
3092,student_3092,78,86
3093,student_3093,66,78
3094,student_3094,53,92
3095,student_3095,94,63
3096,student_3096,85,60
3097,student_3097,99,88
3098,student_3098,91,58
3099,student_3099,58,97
3100,student_3100,94,77
3101,student_3101,67,64
3102,student_3102,100,81
3103,student_3103,92,100
3104,student_3104,81,58
3105,student_3105,100,51
3106,student_3106,83,68
3107,student_3107,84,50
3108,student_3108,61,62
3109,student_3109,77,72
3110,student_3110,93,88
3111,student_3111,51,65
3112,student_3112,78,63
3113,student_3113,66,90
3114,student_3114,76,66
3115,student_3115,53,98
3116,student_3116,63,62
3117,student_3117,60,92
3118,student_3118,94,77
3119,student_3119,63,62
3120,student_3120,60,51
3121,student_3121,96,80
3122,student_3122,82,53
3123,student_3123,81,70
3124,student_3124,81,62
3125,student_3125,64,79
3126,student_3126,92,87
3127,student_3127,71,91
3128,student_3128,72,89
3129,student_3129,96,80
3130,student_3130,51,92
3131,student_3131,92,57
3132,student_3132,55,83
3133,student_3133,97,60
3134,student_3134,58,76
3135,student_3135,87,99
3136,student_3136,51,72
3137,student_3137,66,96
3138,student_3138,53,87
3139,student_3139,100,65
3140,student_3140,52,82
3141,student_3141,91,59
3142,student_3142,88,65
3143,student_3143,99,72
3144,student_3144,78,90
3145,student_3145,100,69
3146,student_3146,65,62
3147,student_3147,83,59
3148,student_3148,58,64
3149,student_3149,77,74
3150,student_3150,91,80
3151,student_3151,65,57
3152,student_3152,97,86
3153,student_3153,75,80
3154,student_3154,50,71
3155,student_3155,56,54
3156,student_3156,50,99
3157,student_3157,60,79
3158,student_3158,95,94
3159,student_3159,85,72
3160,student_3160,57,50
3161,student_3161,60,73
3162,student_3162,100,93
3163,student_3163,96,80
3164,student_3164,81,54
3165,student_3165,62,99
3166,student_3166,63,92
3167,student_3167,100,65
3168,student_3168,80,60
3169,student_3169,98,88
3170,student_3170,67,74
3171,student_3171,71,63
3172,student_3172,79,96
3173,student_3173,69,56
3174,student_3174,94,52
3175,student_3175,93,95
3176,student_3176,76,98
3177,student_3177,77,58
3178,student_3178,85,78
3179,student_3179,55,88
3180,student_3180,74,56
3181,student_3181,67,90
3182,student_3182,97,51
3183,student_3183,64,55
3184,student_3184,63,55
3185,student_3185,82,93
3186,student_3186,64,100
3187,student_3187,99,77
3188,student_3188,92,72
3189,student_3189,86,99
3190,student_3190,68,88
3191,student_3191,53,51
3192,student_3192,71,78
3193,student_3193,62,99
3194,student_3194,59,78
3195,student_3195,76,91
3196,student_3196,61,66
3197,student_3197,89,90
3198,student_3198,73,71
3199,student_3199,56,87
3200,student_3200,63,79
3201,student_3201,70,65
3202,student_3202,59,72
3203,student_3203,95,89
3204,student_3204,53,62
3205,student_3205,94,90
3206,student_3206,91,70
3207,student_3207,50,80
3208,student_3208,83,89
3209,student_3209,52,56
3210,student_3210,78,66
3211,student_3211,75,78
3212,student_3212,91,68
3213,student_3213,96,78
3214,student_3214,78,51
3215,student_3215,91,62
3216,student_3216,50,73
3217,student_3217,56,81
3218,student_3218,94,84
3219,student_3219,66,74
3220,student_3220,84,52
3221,student_3221,61,79
3222,student_3222,82,89
3223,student_3223,92,94
3224,student_3224,82,76
3225,student_3225,90,93
3226,student_3226,72,56
3227,student_3227,67,79
3228,student_3228,99,76
3229,student_3229,81,86
3230,student_3230,85,77
3231,student_3231,65,59
3232,student_3232,78,80
3233,student_3233,67,81
3234,student_3234,91,94
3235,student_3235,96,95
3236,student_3236,98,92
3237,student_3237,74,81
3238,student_3238,86,66
3239,student_3239,60,58
3240,student_3240,76,52
3241,student_3241,100,57
3242,student_3242,72,97
3243,student_3243,95,59
3244,student_3244,61,52
3245,student_3245,96,74
3246,student_3246,96,50
3247,student_3247,75,64
3248,student_3248,65,93
3249,student_3249,82,64
3250,student_3250,86,52
3251,student_3251,84,51
3252,student_3252,83,53
3253,student_3253,72,63
3254,student_3254,63,89
3255,student_3255,88,67
3256,student_3256,58,96
3257,student_3257,81,95
3258,student_3258,56,94
3259,student_3259,59,57
3260,student_3260,92,69
3261,student_3261,100,86
3262,student_3262,57,60
3263,student_3263,72,94
3264,student_3264,76,84
3265,student_3265,90,57
3266,student_3266,77,97
3267,student_3267,88,88
3268,student_3268,92,100
3269,student_3269,96,77
3270,student_3270,78,99
3271,student_3271,91,76
3272,student_3272,56,77
3273,student_3273,79,88
3274,student_3274,69,59
3275,student_3275,64,53
3276,student_3276,73,64
3277,student_3277,50,88
3278,student_3278,56,88
3279,student_3279,76,90
3280,student_3280,57,98
3281,student_3281,91,59
3282,student_3282,66,88
3283,student_3283,76,97
3284,student_3284,83,53
3285,student_3285,91,66
3286,student_3286,57,67
3287,student_3287,59,55
3288,student_3288,62,69
3289,student_3289,90,58
3290,student_3290,92,71
3291,student_3291,61,56
3292,student_3292,70,99
3293,student_3293,79,99
3294,student_3294,85,63
3295,student_3295,71,85
3296,student_3296,57,81
3297,student_3297,88,68
3298,student_3298,93,79
3299,student_3299,64,52
3300,student_3300,73,79
3301,student_3301,78,88
3302,student_3302,70,98
3303,student_3303,87,63
3304,student_3304,89,82
3305,student_3305,64,66
3306,student_3306,85,97
3307,student_3307,56,63
3308,student_3308,62,97
3309,student_3309,59,88
3310,student_3310,70,89
3311,student_3311,70,76
3312,student_3312,60,62
3313,student_3313,57,97
3314,student_3314,82,66
3315,student_3315,60,76
3316,student_3316,71,71
3317,student_3317,50,61
3318,student_3318,91,96
3319,student_3319,82,75
3320,student_3320,52,94
3321,student_3321,68,93
3322,student_3322,60,84
3323,student_3323,94,58
3324,student_3324,87,76
3325,student_3325,74,90
3326,student_3326,61,60
3327,student_3327,93,76
3328,student_3328,51,69
3329,student_3329,84,83
3330,student_3330,98,53
3331,student_3331,55,77
3332,student_3332,55,50
3333,student_3333,90,57
3334,student_3334,70,77
3335,student_3335,51,54
3336,student_3336,85,62
3337,student_3337,67,99
3338,student_3338,83,69
3339,student_3339,62,69
3340,student_3340,86,62
3341,student_3341,92,89
3342,student_3342,96,90
3343,student_3343,85,60
3344,student_3344,79,95
3345,student_3345,59,91
3346,student_3346,82,58
3347,student_3347,71,98
3348,student_3348,71,63
3349,student_3349,58,62
3350,student_3350,77,82
3351,student_3351,77,64
3352,student_3352,50,68
3353,student_3353,98,100
3354,student_3354,67,83
3355,student_3355,73,100
3356,student_3356,78,59
3357,student_3357,72,80
3358,student_3358,80,96
3359,student_3359,69,94
3360,student_3360,64,62
3361,student_3361,97,100
3362,student_3362,72,83
3363,student_3363,64,91
3364,student_3364,70,80
3365,student_3365,99,56
3366,student_3366,90,77
3367,student_3367,60,70
3368,student_3368,82,83
3369,student_3369,87,62
3370,student_3370,95,80
3371,student_3371,52,77
3372,student_3372,96,61
3373,student_3373,53,78
3374,student_3374,79,86
3375,student_3375,99,57
3376,student_3376,58,88
3377,student_3377,91,94
3378,student_3378,72,98
3379,student_3379,59,82
3380,student_3380,70,54
3381,student_3381,52,67
3382,student_3382,63,69
3383,student_3383,77,55
3384,student_3384,51,90
3385,student_3385,88,62
3386,student_3386,76,52
3387,student_3387,100,61
3388,student_3388,98,91
3389,student_3389,88,94
3390,student_3390,60,72
3391,student_3391,50,50
3392,student_3392,56,100
3393,student_3393,78,82
3394,student_3394,79,68
3395,student_3395,89,79
3396,student_3396,50,56
3397,student_3397,59,94
3398,student_3398,55,79
3399,student_3399,69,71
3400,student_3400,74,78
3401,student_3401,72,77
3402,student_3402,69,81
3403,student_3403,74,94
3404,student_3404,80,100
3405,student_3405,83,99
3406,student_3406,71,64
3407,student_3407,53,61
3408,student_3408,82,71
3409,student_3409,56,62
3410,student_3410,69,62
3411,student_3411,78,100
3412,student_3412,70,66
3413,student_3413,63,66
3414,student_3414,76,87
3415,student_3415,83,61
3416,student_3416,79,84
3417,student_3417,94,72
3418,student_3418,91,76
3419,student_3419,50,54
3420,student_3420,56,66
3421,student_3421,87,81
3422,student_3422,92,94
3423,student_3423,93,64
3424,student_3424,99,85
3425,student_3425,60,58
3426,student_3426,83,92
3427,student_3427,94,74
3428,student_3428,52,75
3429,student_3429,77,53
3430,student_3430,75,94
3431,student_3431,54,58
3432,student_3432,91,50
3433,student_3433,61,99
3434,student_3434,58,70
3435,student_3435,99,95
3436,student_3436,100,77
3437,student_3437,62,53
3438,student_3438,68,97
3439,student_3439,86,72
3440,student_3440,92,67
3441,student_3441,97,69
3442,student_3442,72,76
3443,student_3443,85,54
3444,student_3444,93,90
3445,student_3445,99,59
3446,student_3446,100,92
3447,student_3447,73,90
3448,student_3448,61,51
3449,student_3449,90,72
3450,student_3450,87,93
3451,student_3451,76,81
3452,student_3452,61,68
3453,student_3453,52,50
3454,student_3454,90,53
3455,student_3455,59,98
3456,student_3456,53,98
3457,student_3457,84,76
3458,student_3458,71,56
3459,student_3459,70,53
3460,student_3460,64,82
3461,student_3461,63,84
3462,student_3462,92,53
3463,student_3463,93,53
3464,student_3464,94,92
3465,student_3465,89,89
3466,student_3466,56,56
3467,student_3467,59,88
3468,student_3468,60,100
3469,student_3469,93,95
3470,student_3470,52,63
3471,student_3471,92,83
3472,student_3472,70,58
3473,student_3473,69,86
3474,student_3474,72,79
3475,student_3475,68,80
3476,student_3476,86,68
3477,student_3477,65,72
3478,student_3478,84,78
3479,student_3479,58,58
3480,student_3480,93,84
3481,student_3481,92,53
3482,student_3482,71,57
3483,student_3483,80,70
3484,student_3484,65,98
3485,student_3485,59,73
3486,student_3486,71,79
3487,student_3487,57,60
3488,student_3488,83,63
3489,student_3489,68,66
3490,student_3490,94,73
3491,student_3491,65,53
3492,student_3492,96,97
3493,student_3493,84,54
3494,student_3494,61,66
3495,student_3495,68,57
3496,student_3496,74,62
3497,student_3497,64,57
3498,student_3498,89,60
3499,student_3499,73,54
3500,student_3500,98,61
3501,student_3501,65,71
3502,student_3502,97,93
3503,student_3503,50,88
3504,student_3504,70,59
3505,student_3505,81,64
3506,student_3506,53,92
3507,student_3507,87,68
3508,student_3508,78,81
3509,student_3509,58,62
3510,student_3510,73,67
3511,student_3511,95,98
3512,student_3512,96,60
3513,student_3513,89,55
3514,student_3514,88,71
3515,student_3515,88,67
3516,student_3516,67,95
3517,student_3517,100,86
3518,student_3518,97,78
3519,student_3519,58,73
3520,student_3520,75,90
3521,student_3521,80,56
3522,student_3522,50,79
3523,student_3523,66,56
3524,student_3524,83,61
3525,student_3525,75,67
3526,student_3526,60,72
3527,student_3527,78,76
3528,student_3528,82,53
3529,student_3529,67,61
3530,student_3530,56,99
3531,student_3531,100,56
3532,student_3532,99,50
3533,student_3533,51,62
3534,student_3534,64,74
3535,student_3535,70,61
3536,student_3536,76,52
3537,student_3537,88,60
3538,student_3538,67,84
3539,student_3539,94,93
3540,student_3540,76,54
3541,student_3541,91,98
3542,student_3542,73,58
3543,student_3543,55,58
3544,student_3544,91,80
3545,student_3545,63,99
3546,student_3546,96,85
3547,student_3547,52,96
3548,student_3548,62,97
3549,student_3549,74,62
3550,student_3550,76,85
3551,student_3551,53,53
3552,student_3552,78,76
3553,student_3553,62,76
3554,student_3554,81,70
3555,student_3555,74,56
3556,student_3556,88,76
3557,student_3557,85,84
3558,student_3558,95,61
3559,student_3559,81,68
3560,student_3560,77,90
3561,student_3561,72,90
3562,student_3562,59,57
3563,student_3563,60,58
3564,student_3564,71,85
3565,student_3565,79,90
3566,student_3566,89,89
3567,student_3567,56,83
3568,student_3568,83,51
3569,student_3569,80,93
3570,student_3570,71,83
3571,student_3571,72,53
3572,student_3572,58,62
3573,student_3573,62,61
3574,student_3574,97,59
3575,student_3575,86,50
3576,student_3576,94,62
3577,student_3577,86,53
3578,student_3578,67,80
3579,student_3579,54,90
3580,student_3580,50,53
3581,student_3581,78,61
3582,student_3582,95,95
3583,student_3583,70,65
3584,student_3584,58,77
3585,student_3585,96,58
3586,student_3586,54,75
3587,student_3587,64,78
3588,student_3588,84,94
3589,student_3589,65,56
3590,student_3590,97,56
3591,student_3591,93,94
3592,student_3592,62,67
3593,student_3593,64,80
3594,student_3594,62,72
3595,student_3595,74,64
3596,student_3596,57,83
3597,student_3597,81,59
3598,student_3598,95,99
3599,student_3599,66,93
3600,student_3600,92,89
3601,student_3601,84,73
3602,student_3602,86,68
3603,student_3603,69,54
3604,student_3604,84,71
3605,student_3605,79,87
3606,student_3606,80,53
3607,student_3607,66,76
3608,student_3608,58,63
3609,student_3609,78,92
3610,student_3610,55,68
3611,student_3611,81,84
3612,student_3612,57,74
3613,student_3613,69,59
3614,student_3614,56,96
3615,student_3615,62,66
3616,student_3616,72,63
3617,student_3617,86,69
3618,student_3618,76,65
3619,student_3619,59,74
3620,student_3620,65,61
3621,student_3621,86,87
3622,student_3622,79,53
3623,student_3623,99,80
3624,student_3624,92,98
3625,student_3625,68,52
3626,student_3626,86,55
3627,student_3627,74,58
3628,student_3628,100,59
3629,student_3629,93,87
3630,student_3630,91,55
3631,student_3631,82,64
3632,student_3632,84,50
3633,student_3633,94,72
3634,student_3634,95,91
3635,student_3635,83,54
3636,student_3636,65,83
3637,student_3637,85,71
3638,student_3638,68,68
3639,student_3639,60,84
3640,student_3640,50,99
3641,student_3641,63,100
3642,student_3642,96,74
3643,student_3643,69,92
3644,student_3644,70,92
3645,student_3645,72,92
3646,student_3646,51,75
3647,student_3647,92,61
3648,student_3648,80,93
3649,student_3649,79,80
3650,student_3650,80,51
3651,student_3651,74,57
3652,student_3652,59,83
3653,student_3653,91,68
3654,student_3654,72,93
3655,student_3655,99,52
3656,student_3656,67,88
3657,student_3657,92,74
3658,student_3658,59,62
3659,student_3659,81,77
3660,student_3660,56,96
3661,student_3661,71,66
3662,student_3662,98,58
3663,student_3663,95,75
3664,student_3664,50,82
3665,student_3665,63,58
3666,student_3666,93,73
3667,student_3667,98,84
3668,student_3668,69,61
3669,student_3669,75,72
3670,student_3670,55,52
3671,student_3671,80,71
3672,student_3672,97,59
3673,student_3673,57,81
3674,student_3674,90,93
3675,student_3675,69,78
3676,student_3676,87,76
3677,student_3677,68,75
3678,student_3678,83,72
3679,student_3679,91,96
3680,student_3680,74,89
3681,student_3681,81,65
3682,student_3682,62,88
3683,student_3683,71,91
3684,student_3684,56,71
3685,student_3685,92,99
3686,student_3686,66,52
3687,student_3687,55,87
3688,student_3688,97,75
3689,student_3689,73,99
3690,student_3690,78,67
3691,student_3691,97,51
3692,student_3692,98,65
3693,student_3693,82,93
3694,student_3694,73,91
3695,student_3695,77,64
3696,student_3696,96,66
3697,student_3697,94,57
3698,student_3698,59,52
3699,student_3699,76,70
3700,student_3700,94,89
3701,student_3701,93,87
3702,student_3702,98,81
3703,student_3703,82,76
3704,student_3704,80,58
3705,student_3705,80,65
3706,student_3706,58,75
3707,student_3707,55,82
3708,student_3708,73,50
3709,student_3709,58,89
3710,student_3710,60,73
3711,student_3711,86,72
3712,student_3712,64,99
3713,student_3713,87,78
3714,student_3714,75,84
3715,student_3715,71,51
3716,student_3716,72,69
3717,student_3717,50,54
3718,student_3718,66,55
3719,student_3719,55,92
3720,student_3720,94,95
3721,student_3721,57,80
3722,student_3722,92,50
3723,student_3723,90,80
3724,student_3724,51,76
3725,student_3725,86,55
3726,student_3726,77,67
3727,student_3727,60,67
3728,student_3728,56,82
3729,student_3729,81,57
3730,student_3730,99,66
3731,student_3731,60,93
3732,student_3732,98,69
3733,student_3733,79,76
3734,student_3734,57,73
3735,student_3735,85,53
3736,student_3736,58,99
3737,student_3737,84,71
3738,student_3738,51,83
3739,student_3739,66,99
3740,student_3740,59,81
3741,student_3741,89,88
3742,student_3742,63,86
3743,student_3743,90,68
3744,student_3744,62,57
3745,student_3745,92,67
3746,student_3746,79,61
3747,student_3747,95,100
3748,student_3748,70,61
3749,student_3749,76,60
3750,student_3750,65,86
3751,student_3751,82,60
3752,student_3752,81,71
3753,student_3753,59,54
3754,student_3754,91,80
3755,student_3755,88,67
3756,student_3756,82,74
3757,student_3757,91,60
3758,student_3758,82,97
3759,student_3759,70,66
3760,student_3760,85,53
3761,student_3761,60,60
3762,student_3762,81,67
3763,student_3763,60,88
3764,student_3764,55,53
3765,student_3765,69,73
3766,student_3766,92,77
3767,student_3767,50,70
3768,student_3768,100,78
3769,student_3769,79,80
3770,student_3770,97,97
3771,student_3771,69,87
3772,student_3772,59,61
3773,student_3773,100,58
3774,student_3774,98,89
3775,student_3775,97,57
3776,student_3776,67,99
3777,student_3777,67,73
3778,student_3778,74,99
3779,student_3779,51,79
3780,student_3780,81,52
3781,student_3781,70,74
3782,student_3782,81,74
3783,student_3783,92,99
3784,student_3784,90,65
3785,student_3785,52,65
3786,student_3786,88,59
3787,student_3787,96,92
3788,student_3788,56,57
3789,student_3789,75,66
3790,student_3790,85,73
3791,student_3791,51,70
3792,student_3792,61,83
3793,student_3793,59,100
3794,student_3794,98,85
3795,student_3795,50,79
3796,student_3796,100,63
3797,student_3797,87,79
3798,student_3798,52,95
3799,student_3799,59,84
3800,student_3800,82,62
3801,student_3801,59,87
3802,student_3802,89,99
3803,student_3803,95,89
3804,student_3804,94,67
3805,student_3805,62,77
3806,student_3806,72,93
3807,student_3807,91,60
3808,student_3808,74,65
3809,student_3809,60,93
3810,student_3810,89,89
